pass_type,frame_index,timestamp,ego_x,ego_y,ego_yaw,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_area_px,img_width,img_height
background,22,3.3,3.02,-36.2,-90,2,car,0.5725,277.86,458.8,377.01,523.81,6445.8,1280,720
background,23,3.45,3.02,-37.45,-90,2,car,0.6843,464.48,454.85,541.5,508.33,4119.4,1280,720
background,23,3.45,3.02,-37.45,-90,2,car,0.6071,886.97,451.06,1159.46,566.08,31343.9,1280,720
background,23,3.45,3.02,-37.45,-90,2,car,0.509,0.06,459.28,245.61,634.51,43027.5,1280,720
background,23,3.45,3.02,-37.45,-90,2,car,0.4758,241.25,460.58,354.56,532.94,8199.6,1280,720
background,24,3.6,3.02,-38.7,-90,2,car,0.718,451.09,453.76,537.18,512.81,5084.7,1280,720
background,24,3.6,3.02,-38.7,-90,2,car,0.6687,933.86,484.47,1215.63,580.03,26925.8,1280,720
background,24,3.6,3.02,-38.7,-90,2,car,0.6481,787.38,439.97,874.91,486.7,4089.6,1280,720
background,24,3.6,3.02,-38.7,-90,2,car,0.6017,198.53,445.09,331.01,541.97,12834.3,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.783,437.12,451.98,529.49,518.21,6118.1,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.6969,794.19,440.76,900.7,491.38,5391.5,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.6859,149.37,428.36,375.35,549.54,27383.6,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.6445,967.65,460.56,1278.69,595.1,41846.9,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.4851,363.07,431.51,404.22,494.56,2594.8,1280,720
background,25,3.75,3.02,-39.95,-90,2,car,0.4583,400.88,433.24,481.81,487.08,4356.8,1280,720
background,26,3.9,3.02,-41.2,-90,2,car,0.7993,420.08,454.68,514.41,523.83,6522.5,1280,720
background,26,3.9,3.02,-41.2,-90,2,car,0.7457,805.92,438.61,924.8,493.2,6489.6,1280,720
background,26,3.9,3.02,-41.2,-90,2,car,0.7289,92.2,431.74,303.56,559.73,27052.4,1280,720
background,26,3.9,3.02,-41.2,-90,2,car,0.5555,351.51,438.63,390.65,497.98,2322.7,1280,720
background,27,4.05,3.02,-42.45,-90,2,car,0.8345,822.22,438.04,938.53,495.63,6699.0,1280,720
background,27,4.05,3.02,-42.45,-90,2,car,0.6801,402.9,455.21,503.64,529.85,7519.0,1280,720
background,27,4.05,3.02,-42.45,-90,2,car,0.6368,16.33,411.0,329.03,575.22,51350.0,1280,720
background,27,4.05,3.02,-42.45,-90,7,truck,0.4974,18.76,409.76,329.33,573.72,50920.6,1280,720
background,28,4.2,3.02,-43.7,-90,2,car,0.7864,840.41,437.53,961.88,498.45,7400.9,1280,720
background,28,4.2,3.02,-43.7,-90,2,car,0.7301,377.12,454.63,490.41,538.3,9479.4,1280,720
background,28,4.2,3.02,-43.7,-90,2,car,0.4838,1137.69,507.84,1279.44,617.32,15519.6,1280,720
background,28,4.2,3.02,-43.7,-90,2,car,0.4633,949.73,441.13,1023.13,488.01,3441.5,1280,720
background,29,4.35,3.02,-44.95,-90,2,car,0.7527,852.21,437.22,981.11,501.97,8346.0,1280,720
background,29,4.35,3.02,-44.95,-90,2,car,0.4957,346.6,455.6,499.03,547.44,13999.0,1280,720
background,30,4.5,3.02,-46.2,-90,2,car,0.6539,855.52,439.48,1007.7,506.18,10151.4,1280,720
background,31,4.65,3.02,-47.45,-90,2,car,0.6934,877.15,437.8,1033.14,511.24,11454.8,1280,720
background,32,4.8,3.02,-48.7,-90,2,car,0.5482,902.36,436.47,1087.48,512.13,14007.0,1280,720
background,32,4.8,3.02,-48.7,-90,2,car,0.5077,843.11,451.83,887.14,494.65,1885.3,1280,720
background,33,4.95,3.02,-49.95,-90,9,traffic light,0.8174,1166.37,272.63,1205.69,351.09,3084.8,1280,720
background,33,4.95,3.02,-49.95,-90,2,car,0.6617,920.85,434.31,1120.92,521.48,17440.2,1280,720
background,33,4.95,3.02,-49.95,-90,2,car,0.465,854.51,452.1,914.44,496.52,2662.0,1280,720
background,34,5.1,3.02,-51.2,-90,2,car,0.4989,935.5,433.0,1158.06,528.99,21364.0,1280,720
with_actor,0,0.0,3.02,-8.7,-90,2,car,0.7808,0.0,537.41,205.09,718.43,37124.7,1280,720
with_actor,1,0.15,3.02,-9.95,-90,2,car,0.4588,295.55,502.52,401.15,577.84,7953.2,1280,720
with_actor,2,0.3,3.02,-11.2,-90,2,car,0.7458,260.19,506.6,386.66,589.51,10485.5,1280,720
with_actor,2,0.3,3.02,-11.2,-90,2,car,0.6409,370.53,478.74,459.59,532.87,4821.2,1280,720
with_actor,3,0.45,3.02,-12.45,-90,2,car,0.8239,212.85,511.86,364.16,603.31,13837.5,1280,720
with_actor,3,0.45,3.02,-12.45,-90,7,truck,0.5097,0.27,525.92,234.82,716.18,44625.6,1280,720
with_actor,3,0.45,3.02,-12.45,-90,2,car,0.4769,356.14,479.08,449.4,536.61,5365.5,1280,720
with_actor,4,0.6,3.02,-13.7,-90,2,car,0.8348,152.75,516.67,339.9,619.72,19287.9,1280,720
with_actor,4,0.6,3.02,-13.7,-90,2,car,0.6678,336.2,481.85,435.81,543.36,6126.7,1280,720
with_actor,5,0.75,3.02,-14.95,-90,2,car,0.6309,314.3,483.32,424.79,550.31,7400.6,1280,720
with_actor,5,0.75,3.02,-14.95,-90,2,car,0.5596,70.11,531.03,263.02,642.53,21509.4,1280,720
with_actor,6,0.9,3.02,-16.2,-90,2,car,0.8145,1.38,530.0,289.12,665.89,39099.5,1280,720
with_actor,6,0.9,3.02,-16.2,-90,2,car,0.637,283.85,485.92,417.67,559.08,9789.3,1280,720
with_actor,7,1.05,3.02,-17.45,-90,2,car,0.8106,0.23,538.72,253.83,695.49,39755.7,1280,720
with_actor,7,1.05,3.02,-17.45,-90,2,car,0.7731,255.24,486.57,406.21,567.9,12278.7,1280,720
with_actor,7,1.05,3.02,-17.45,-90,2,car,0.6116,372.66,465.81,451.41,519.04,4192.4,1280,720
with_actor,7,1.05,3.02,-17.45,-90,2,car,0.4857,553.47,449.89,591.3,477.8,1055.6,1280,720
with_actor,8,1.2,3.02,-18.7,-90,2,car,0.7188,0.41,550.04,211.07,713.97,34530.7,1280,720
with_actor,8,1.2,3.02,-18.7,-90,2,car,0.6563,216.68,490.82,385.26,577.14,14552.2,1280,720
with_actor,8,1.2,3.02,-18.7,-90,2,car,0.4973,550.93,448.55,588.19,477.7,1086.1,1280,720
with_actor,9,1.35,3.02,-19.95,-90,2,car,0.7952,179.72,494.14,369.13,586.99,17586.3,1280,720
with_actor,9,1.35,3.02,-19.95,-90,2,car,0.5558,0.06,561.82,162.55,692.87,21295.0,1280,720
with_actor,9,1.35,3.02,-19.95,-90,2,car,0.5052,547.03,447.59,587.12,479.34,1272.9,1280,720
with_actor,9,1.35,3.02,-19.95,-90,2,car,0.4827,419.99,454.66,464.33,505.16,2238.8,1280,720
with_actor,9,1.35,3.02,-19.95,-90,2,car,0.4738,333.07,473.78,412.23,529.74,4430.0,1280,720
with_actor,10,1.5,3.02,-21.2,-90,2,car,0.7262,123.28,497.24,353.12,605.1,24791.5,1280,720
with_actor,10,1.5,3.02,-21.2,-90,2,car,0.5564,310.96,469.64,418.67,531.83,6698.0,1280,720
with_actor,10,1.5,3.02,-21.2,-90,2,car,0.5417,543.68,447.63,585.77,479.01,1320.7,1280,720
with_actor,11,1.65,3.02,-22.45,-90,2,car,0.8795,74.5,500.72,315.91,619.53,28680.6,1280,720
with_actor,11,1.65,3.02,-22.45,-90,2,car,0.6279,281.75,472.55,401.79,542.32,8375.9,1280,720
with_actor,11,1.65,3.02,-22.45,-90,2,car,0.5028,540.0,443.33,585.16,480.6,1683.0,1280,720
with_actor,11,1.65,3.02,-22.45,-90,2,car,0.4813,396.37,451.93,455.3,513.89,3650.7,1280,720
with_actor,11,1.65,3.02,-22.45,-90,2,car,0.4543,821.17,465.85,880.66,502.74,2194.4,1280,720
with_actor,12,1.8,3.02,-23.7,-90,2,car,0.8599,0.41,506.91,285.64,645.64,39569.4,1280,720
with_actor,12,1.8,3.02,-23.7,-90,2,car,0.6156,241.77,474.08,363.78,551.28,9419.1,1280,720
with_actor,12,1.8,3.02,-23.7,-90,2,car,0.55,537.31,443.13,582.94,481.87,1767.9,1280,720
with_actor,13,1.95,3.02,-24.95,-90,2,car,0.8503,207.72,472.26,371.03,564.46,15056.0,1280,720
with_actor,13,1.95,3.02,-24.95,-90,2,car,0.8234,0.23,513.81,236.42,669.96,36881.7,1280,720
with_actor,13,1.95,3.02,-24.95,-90,2,car,0.6109,533.08,444.14,581.27,484.65,1952.4,1280,720
with_actor,13,1.95,3.02,-24.95,-90,2,car,0.5295,361.59,448.99,433.94,517.46,4953.9,1280,720
with_actor,14,2.1,3.02,-26.2,-90,2,car,0.8327,173.13,474.84,349.74,574.85,17663.6,1280,720
with_actor,14,2.1,3.02,-26.2,-90,2,car,0.6283,528.25,445.63,579.1,487.27,2117.4,1280,720
with_actor,14,2.1,3.02,-26.2,-90,2,car,0.5003,347.57,453.83,429.83,522.96,5686.7,1280,720
with_actor,14,2.1,3.02,-26.2,-90,2,car,0.4567,863.08,470.51,932.34,508.48,2629.7,1280,720
with_actor,15,2.25,3.02,-27.45,-90,2,car,0.7876,127.4,479.12,327.71,588.57,21922.8,1280,720
with_actor,15,2.25,3.02,-27.45,-90,2,car,0.6439,523.86,446.05,577.4,488.19,2256.0,1280,720
with_actor,15,2.25,3.02,-27.45,-90,2,car,0.6096,324.38,453.22,406.52,530.39,6338.7,1280,720
with_actor,15,2.25,3.02,-27.45,-90,2,car,0.5174,0.47,534.59,137.0,654.44,16361.8,1280,720
with_actor,15,2.25,3.02,-27.45,-90,2,car,0.4872,879.37,477.35,953.51,511.46,2528.4,1280,720
with_actor,16,2.4,3.02,-28.7,-90,2,car,0.744,61.1,483.35,298.48,610.34,30143.9,1280,720
with_actor,16,2.4,3.02,-28.7,-90,2,car,0.5937,221.19,478.76,302.38,561.26,6698.5,1280,720
with_actor,16,2.4,3.02,-28.7,-90,2,car,0.5325,0.12,558.41,68.32,667.49,7439.8,1280,720
with_actor,16,2.4,3.02,-28.7,-90,2,car,0.4824,824.98,481.16,878.85,521.96,2197.7,1280,720
with_actor,16,2.4,3.02,-28.7,-90,2,car,0.4717,904.02,480.53,977.68,516.66,2661.7,1280,720
with_actor,17,2.55,3.02,-29.95,-90,2,car,0.6623,512.91,441.29,571.93,490.83,2924.3,1280,720
with_actor,17,2.55,3.02,-29.95,-90,2,car,0.5703,839.74,482.75,904.22,530.06,3050.5,1280,720
with_actor,18,2.7,3.02,-31.2,-90,2,car,0.6578,506.49,443.36,567.2,494.01,3075.0,1280,720
with_actor,18,2.7,3.02,-31.2,-90,2,car,0.5181,969.68,494.65,1038.69,527.71,2281.2,1280,720
with_actor,18,2.7,3.02,-31.2,-90,2,car,0.4823,0.21,499.26,143.41,650.59,21670.5,1280,720
with_actor,18,2.7,3.02,-31.2,-90,2,car,0.4584,106.36,484.85,229.78,588.25,12762.6,1280,720
with_actor,19,2.85,3.02,-32.45,-90,2,car,0.7245,873.08,486.25,972.33,545.54,5884.2,1280,720
with_actor,19,2.85,3.02,-32.45,-90,2,car,0.722,171.07,458.01,363.1,563.62,20280.1,1280,720
with_actor,19,2.85,3.02,-32.45,-90,2,car,0.6927,499.25,451.97,564.19,496.95,2921.0,1280,720
with_actor,19,2.85,3.02,-32.45,-90,2,car,0.5362,354.74,466.43,419.74,512.42,2989.4,1280,720
with_actor,20,3.0,3.02,-33.7,-90,2,car,0.6687,492.75,453.62,558.3,499.01,2975.3,1280,720
with_actor,20,3.0,3.02,-33.7,-90,2,car,0.5537,892.39,490.84,1024.31,555.32,8506.7,1280,720
with_actor,20,3.0,3.02,-33.7,-90,2,car,0.5393,1075.79,499.04,1279.54,690.37,38982.5,1280,720
with_actor,20,3.0,3.02,-33.7,-90,2,car,0.4691,333.45,463.3,404.18,515.9,3719.9,1280,720
with_actor,21,3.15,3.02,-34.95,-90,2,car,0.7778,50.3,458.81,318.38,593.66,36148.6,1280,720
with_actor,21,3.15,3.02,-34.95,-90,2,car,0.7014,918.69,482.64,1090.52,563.64,13917.9,1280,720
with_actor,21,3.15,3.02,-34.95,-90,2,car,0.5768,482.82,455.52,550.18,502.27,3149.2,1280,720
with_actor,22,3.3,3.02,-36.2,-90,2,car,0.7442,942.25,485.13,1184.21,578.44,22577.4,1280,720
with_actor,22,3.3,3.02,-36.2,-90,2,car,0.7349,0.0,456.75,287.81,614.71,45464.2,1280,720
with_actor,22,3.3,3.02,-36.2,-90,2,car,0.7314,473.38,455.03,550.14,504.47,3795.3,1280,720
with_actor,22,3.3,3.02,-36.2,-90,2,car,0.5616,277.82,458.28,377.1,523.87,6511.9,1280,720
with_actor,23,3.45,3.02,-37.45,-90,2,car,0.9238,977.65,488.13,1280.0,598.64,33413.1,1280,720
with_actor,23,3.45,3.02,-37.45,-90,2,car,0.6868,464.49,454.68,541.48,508.38,4134.5,1280,720
with_actor,23,3.45,3.02,-37.45,-90,2,car,0.512,0.07,459.47,245.61,634.41,42953.3,1280,720
with_actor,23,3.45,3.02,-37.45,-90,2,car,0.4815,241.28,460.49,354.37,532.99,8199.1,1280,720
with_actor,24,3.6,3.02,-38.7,-90,2,car,0.8739,1026.2,493.42,1279.63,619.05,31838.3,1280,720
with_actor,24,3.6,3.02,-38.7,-90,2,car,0.718,451.19,453.66,537.07,512.85,5082.4,1280,720
with_actor,24,3.6,3.02,-38.7,-90,2,car,0.6661,935.28,467.44,1153.23,553.61,18781.3,1280,720
with_actor,24,3.6,3.02,-38.7,-90,2,car,0.6501,787.27,440.25,874.76,486.69,4062.7,1280,720
with_actor,24,3.6,3.02,-38.7,-90,2,car,0.5954,198.48,444.48,330.96,541.99,12917.9,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.7841,436.98,451.9,529.52,518.22,6136.7,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.7559,1074.18,498.3,1279.8,654.89,32195.7,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.7073,149.19,427.98,375.56,549.57,27524.2,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.6593,794.35,440.81,900.67,491.4,5379.3,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.4891,361.35,431.03,404.27,494.58,2727.6,1280,720
with_actor,25,3.75,3.02,-39.95,-90,2,car,0.4741,400.81,433.19,481.89,487.16,4376.0,1280,720
with_actor,26,3.9,3.02,-41.2,-90,2,car,0.803,420.12,454.62,514.37,523.81,6521.7,1280,720
with_actor,26,3.9,3.02,-41.2,-90,2,car,0.7385,805.82,438.65,925.17,493.12,6500.4,1280,720
with_actor,26,3.9,3.02,-41.2,-90,2,car,0.7146,92.24,431.77,304.54,559.76,27173.9,1280,720
with_actor,26,3.9,3.02,-41.2,-90,2,car,0.5628,351.58,438.85,390.67,498.04,2314.0,1280,720
with_actor,27,4.05,3.02,-42.45,-90,2,car,0.8316,822.17,438.04,938.52,495.62,6699.6,1280,720
with_actor,27,4.05,3.02,-42.45,-90,2,car,0.6891,402.74,455.03,504.26,529.92,7602.8,1280,720
with_actor,27,4.05,3.02,-42.45,-90,2,car,0.6489,16.47,410.84,329.17,575.29,51420.4,1280,720
with_actor,27,4.05,3.02,-42.45,-90,7,truck,0.5039,18.74,409.69,329.42,573.81,50987.8,1280,720
with_actor,28,4.2,3.02,-43.7,-90,2,car,0.7863,840.27,437.5,961.94,498.46,7417.0,1280,720
with_actor,28,4.2,3.02,-43.7,-90,2,car,0.7271,376.99,454.53,490.03,538.26,9466.2,1280,720
with_actor,28,4.2,3.02,-43.7,-90,2,car,0.4727,1137.6,507.76,1279.44,617.29,15535.9,1280,720
with_actor,28,4.2,3.02,-43.7,-90,2,car,0.4719,949.66,440.84,1022.87,488.0,3452.6,1280,720
with_actor,29,4.35,3.02,-44.95,-90,2,car,0.7652,854.08,437.18,981.18,502.03,8242.2,1280,720
with_actor,29,4.35,3.02,-44.95,-90,2,car,0.4948,346.55,455.41,500.71,547.43,14185.6,1280,720
with_actor,30,4.5,3.02,-46.2,-90,2,car,0.6679,855.88,439.0,1008.85,506.08,10260.9,1280,720
with_actor,31,4.65,3.02,-47.45,-90,2,car,0.6949,877.17,437.77,1033.21,511.25,11466.4,1280,720
with_actor,32,4.8,3.02,-48.7,-90,2,car,0.5452,902.59,436.39,1088.36,511.94,14034.6,1280,720
with_actor,32,4.8,3.02,-48.7,-90,2,car,0.5094,843.25,451.65,887.16,494.44,1879.0,1280,720
with_actor,33,4.95,3.02,-49.95,-90,2,car,0.6772,921.16,434.38,1117.07,521.37,17044.5,1280,720
with_actor,33,4.95,3.02,-49.95,-90,9,traffic light,0.6646,1167.58,273.73,1205.14,351.08,2905.4,1280,720
with_actor,33,4.95,3.02,-49.95,-90,2,car,0.4548,854.63,452.44,914.69,496.62,2653.8,1280,720
with_actor,34,5.1,3.02,-51.2,-90,2,car,0.4964,936.53,433.09,1158.48,529.16,21323.8,1280,720
